meter_id,timestamp,voltage,current,active_power
METER-00001,2026-04-11T16:00:00Z,227.85,17.386,3763.3
METER-00001,2026-04-11T17:00:00Z,234.91,48.804,10891.2
METER-00001,2026-04-11T18:00:00Z,226.76,45.55,9812.4
METER-00001,2026-04-11T19:00:00Z,229.39,43.984,9585.1
METER-00001,2026-04-11T20:00:00Z,231.62,43.944,9669.3
METER-00001,2026-04-11T21:00:00Z,231.34,44.945,9877.8
METER-00001,2026-04-11T22:00:00Z,230.02,39.152,8555.4
METER-00001,2026-04-11T23:00:00Z,228.17,10.602,2298.2
METER-00001,2026-04-12T00:00:00Z,231.86,9.689,2134.1
METER-00001,2026-04-12T01:00:00Z,230.21,9.917,2168.8
METER-00001,2026-04-12T02:00:00Z,230.66,13.591,2978.1
METER-00001,2026-04-12T03:00:00Z,228.54,15.72,3413.1
METER-00001,2026-04-12T04:00:00Z,229.2,16.575,3609.0
METER-00001,2026-04-12T05:00:00Z,231.87,7.344,1617.6
METER-00001,2026-04-12T06:00:00Z,228.55,12.01,2607.7
METER-00001,2026-04-12T07:00:00Z,229.29,9.153,1993.8
METER-00001,2026-04-12T08:00:00Z,228.19,35.796,7759.8
METER-00001,2026-04-12T09:00:00Z,231.11,31.351,6883.2
METER-00001,2026-04-12T10:00:00Z,229.21,36.052,7850.1
METER-00001,2026-04-12T11:00:00Z,227.85,32.362,7005.1
METER-00001,2026-04-12T12:00:00Z,228.48,8.26,1792.9
METER-00001,2026-04-12T13:00:00Z,229.21,15.262,3323.2
METER-00001,2026-04-12T14:00:00Z,224.35,7.981,1700.9
METER-00001,2026-04-12T15:00:00Z,228.11,7.689,1666.2
METER-00001,2026-04-12T16:00:00Z,230.33,12.169,2662.7
METER-00001,2026-04-12T17:00:00Z,230.59,47.704,10450.2
METER-00001,2026-04-12T18:00:00Z,227.72,48.641,10522.6
METER-00001,2026-04-12T19:00:00Z,228.7,45.133,9805.8
METER-00001,2026-04-12T20:00:00Z,230.48,43.078,9432.2
METER-00001,2026-04-12T21:00:00Z,232.14,47.205,10410.0
METER-00001,2026-04-12T22:00:00Z,228.12,42.883,9293.4
METER-00001,2026-04-12T23:00:00Z,229.61,10.74,2342.6
METER-00001,2026-04-13T00:00:00Z,227.36,11.085,2394.2
METER-00001,2026-04-13T01:00:00Z,229.63,7.803,1702.1
METER-00001,2026-04-13T02:00:00Z,232.21,10.302,2272.8
METER-00001,2026-04-13T03:00:00Z,227.47,5.466,1181.2
METER-00001,2026-04-13T04:00:00Z,229.76,18.655,4071.8
METER-00001,2026-04-13T05:00:00Z,233.16,9.8,2170.7
METER-00001,2026-04-13T06:00:00Z,229.37,4.357,949.4
METER-00001,2026-04-13T07:00:00Z,229.61,11.504,2509.3
METER-00001,2026-04-13T08:00:00Z,231.5,38.622,8493.8
METER-00001,2026-04-13T09:00:00Z,229.13,33.384,7266.7
METER-00001,2026-04-13T10:00:00Z,233.58,31.787,7053.4
METER-00001,2026-04-13T11:00:00Z,228.15,25.747,5580.4
METER-00001,2026-04-13T12:00:00Z,229.89,14.922,3259.0
METER-00001,2026-04-13T13:00:00Z,229.57,10.91,2379.4
METER-00001,2026-04-13T14:00:00Z,227.73,10.784,2333.0
METER-00001,2026-04-13T15:00:00Z,229.57,11.778,2568.6
METER-00001,2026-04-13T16:00:00Z,228.72,8.246,1791.6
METER-00001,2026-04-13T17:00:00Z,230.9,47.513,10422.0
METER-00001,2026-04-13T18:00:00Z,233.76,48.287,10723.4
METER-00001,2026-04-13T19:00:00Z,229.69,50.966,11120.8
METER-00001,2026-04-13T20:00:00Z,233.01,48.402,10713.9
METER-00001,2026-04-13T21:00:00Z,227.65,48.446,10477.5
METER-00001,2026-04-13T22:00:00Z,230.36,43.616,9545.0
METER-00001,2026-04-13T23:00:00Z,228.72,8.556,1859.1
METER-00001,2026-04-14T00:00:00Z,231.05,11.696,2567.1
METER-00001,2026-04-14T01:00:00Z,231.77,16.148,3555.5
METER-00001,2026-04-14T02:00:00Z,231.47,10.918,2400.9
METER-00001,2026-04-14T03:00:00Z,231.35,13.214,2904.1
METER-00001,2026-04-14T04:00:00Z,230.85,11.867,2602.5
METER-00001,2026-04-14T05:00:00Z,227.28,10.65,2299.4
METER-00001,2026-04-14T06:00:00Z,232.38,15.506,3423.0
METER-00001,2026-04-14T07:00:00Z,228.28,18.249,3957.5
METER-00001,2026-04-14T08:00:00Z,234.92,37.241,8311.3
METER-00001,2026-04-14T09:00:00Z,229.4,37.879,8255.0
METER-00001,2026-04-14T10:00:00Z,233.44,35.539,7881.6
METER-00001,2026-04-14T11:00:00Z,231.81,27.635,6085.8
METER-00001,2026-04-14T12:00:00Z,231.07,10.369,2276.2
METER-00001,2026-04-14T13:00:00Z,229.61,15.363,3351.1
METER-00001,2026-04-14T14:00:00Z,231.25,12.838,2820.4
METER-00001,2026-04-14T15:00:00Z,230.61,10.994,2408.5
METER-00001,2026-04-14T16:00:00Z,231.2,11.606,2549.1
METER-00001,2026-04-14T17:00:00Z,226.49,53.07,11418.9
METER-00001,2026-04-14T18:00:00Z,231.87,51.778,11405.5
METER-00001,2026-04-14T19:00:00Z,226.52,51.499,11082.5
METER-00001,2026-04-14T20:00:00Z,234.41,51.748,11523.7
METER-00001,2026-04-14T21:00:00Z,234.6,51.047,11376.7
METER-00001,2026-04-14T22:00:00Z,230.12,53.079,11603.8
METER-00001,2026-04-14T23:00:00Z,230.04,16.313,3564.9
METER-00001,2026-04-15T00:00:00Z,228.65,12.171,2643.7
METER-00001,2026-04-15T01:00:00Z,229.33,14.399,3136.9
METER-00001,2026-04-15T02:00:00Z,228.73,10.112,2197.2
METER-00001,2026-04-15T03:00:00Z,231.33,13.716,3014.2
METER-00001,2026-04-15T04:00:00Z,229.55,10.919,2381.1
METER-00001,2026-04-15T05:00:00Z,231.48,16.384,3603.0
METER-00001,2026-04-15T06:00:00Z,227.84,13.511,2924.5
METER-00001,2026-04-15T07:00:00Z,231.99,9.533,2101.0
METER-00001,2026-04-15T08:00:00Z,231.96,36.537,8051.3
METER-00001,2026-04-15T09:00:00Z,229.24,32.844,7152.8
METER-00001,2026-04-15T10:00:00Z,230.3,37.724,8253.6
METER-00001,2026-04-15T11:00:00Z,225.58,28.184,6039.9
METER-00001,2026-04-15T12:00:00Z,230.57,6.209,1359.9
METER-00001,2026-04-15T13:00:00Z,226.73,12.941,2787.4
METER-00001,2026-04-15T14:00:00Z,227.81,10.846,2347.2
METER-00001,2026-04-15T15:00:00Z,227.41,13.596,2937.3
METER-00001,2026-04-15T16:00:00Z,233.34,11.523,2554.4
METER-00001,2026-04-15T17:00:00Z,229.07,45.7,9944.9
METER-00001,2026-04-15T18:00:00Z,230.17,44.421,9712.9
METER-00001,2026-04-15T19:00:00Z,231.12,51.93,11402.1
METER-00001,2026-04-15T20:00:00Z,229.73,51.293,11194.2
METER-00001,2026-04-15T21:00:00Z,230.25,48.748,10663.2
METER-00001,2026-04-15T22:00:00Z,229.09,43.539,9475.5
METER-00001,2026-04-15T23:00:00Z,229.21,13.361,2909.5
METER-00002,2026-04-09T00:00:00Z,228.01,2.739,593.3
METER-00002,2026-04-09T01:00:00Z,232.58,3.265,721.5
METER-00002,2026-04-09T02:00:00Z,230.24,2.207,482.7
METER-00002,2026-04-09T03:00:00Z,228.52,2.9,629.5
METER-00002,2026-04-09T04:00:00Z,231.63,0.0,0.0
METER-00002,2026-04-09T05:00:00Z,226.0,2.165,464.8
METER-00002,2026-04-09T06:00:00Z,228.44,4.513,979.5
METER-00002,2026-04-09T07:00:00Z,230.45,9.202,2014.5
METER-00002,2026-04-09T08:00:00Z,233.53,23.709,5259.8
METER-00002,2026-04-09T09:00:00Z,227.58,24.15,5221.3
METER-00002,2026-04-09T10:00:00Z,226.52,3.553,764.5
METER-00002,2026-04-09T11:00:00Z,229.89,5.289,1155.1
METER-00002,2026-04-09T12:00:00Z,227.57,1.551,335.3
METER-00002,2026-04-09T13:00:00Z,231.6,2.157,474.6
METER-00002,2026-04-09T14:00:00Z,233.41,2.566,569.0
METER-00002,2026-04-09T15:00:00Z,228.49,2.258,490.2
METER-00002,2026-04-09T16:00:00Z,229.75,3.581,781.5
METER-00002,2026-04-09T17:00:00Z,227.52,4.351,940.5
METER-00002,2026-04-09T18:00:00Z,227.7,29.553,6392.7
METER-00002,2026-04-09T19:00:00Z,227.24,29.29,6322.9
METER-00002,2026-04-09T20:00:00Z,230.32,31.66,6927.5
METER-00002,2026-04-09T21:00:00Z,229.42,29.26,6377.3
METER-00002,2026-04-09T22:00:00Z,230.06,30.792,6729.7
METER-00002,2026-04-09T23:00:00Z,231.03,30.216,6631.7
METER-00002,2026-04-10T00:00:00Z,230.04,3.128,683.6
METER-00002,2026-04-10T01:00:00Z,227.98,4.09,885.9
METER-00002,2026-04-10T02:00:00Z,231.15,5.422,1190.6
METER-00002,2026-04-10T03:00:00Z,231.28,2.6,571.2
METER-00002,2026-04-10T04:00:00Z,232.63,2.801,618.9
METER-00002,2026-04-10T05:00:00Z,230.17,4.141,905.5
METER-00002,2026-04-10T06:00:00Z,229.56,5.29,1153.7
METER-00002,2026-04-10T07:00:00Z,228.01,22.518,4877.5
METER-00002,2026-04-10T08:00:00Z,231.08,29.944,6573.6
METER-00002,2026-04-10T09:00:00Z,229.15,24.238,5276.5
METER-00002,2026-04-10T10:00:00Z,230.24,3.546,775.7
METER-00002,2026-04-10T11:00:00Z,227.83,4.385,949.1
METER-00002,2026-04-10T12:00:00Z,230.74,4.599,1008.1
METER-00002,2026-04-10T13:00:00Z,230.35,2.367,518.0
METER-00002,2026-04-10T14:00:00Z,232.44,4.598,1015.4
METER-00002,2026-04-10T15:00:00Z,231.88,4.329,953.7
METER-00002,2026-04-10T16:00:00Z,230.23,1.139,249.1
METER-00002,2026-04-10T17:00:00Z,228.68,4.402,956.3
METER-00002,2026-04-10T18:00:00Z,229.1,30.9,6725.2
METER-00002,2026-04-10T19:00:00Z,228.83,30.933,6724.6
METER-00002,2026-04-10T20:00:00Z,227.56,34.64,7488.4
METER-00002,2026-04-10T21:00:00Z,229.45,32.301,7040.8
METER-00002,2026-04-10T22:00:00Z,228.98,26.258,5711.9
METER-00002,2026-04-10T23:00:00Z,227.74,28.811,6233.3
METER-00002,2026-04-11T00:00:00Z,232.49,1.687,372.7
METER-00002,2026-04-11T01:00:00Z,231.31,4.251,934.0
METER-00002,2026-04-11T02:00:00Z,228.9,6.836,1486.5
METER-00002,2026-04-11T03:00:00Z,230.34,7.895,1727.5
METER-00002,2026-04-11T04:00:00Z,229.92,5.54,1210.1
METER-00002,2026-04-11T05:00:00Z,230.03,2.548,556.8
METER-00002,2026-04-11T06:00:00Z,230.96,3.927,861.6
METER-00002,2026-04-11T07:00:00Z,230.19,28.496,6231.5
METER-00002,2026-04-11T08:00:00Z,228.63,26.566,5770.2
METER-00002,2026-04-11T09:00:00Z,228.82,23.8,5173.6
METER-00002,2026-04-11T10:00:00Z,230.02,5.707,1247.1
METER-00002,2026-04-11T11:00:00Z,231.38,7.741,1701.6
METER-00002,2026-04-11T12:00:00Z,229.14,6.298,1371.0
METER-00002,2026-04-11T13:00:00Z,225.85,4.022,862.9
METER-00002,2026-04-11T14:00:00Z,230.24,3.935,860.7
METER-00002,2026-04-11T15:00:00Z,232.97,5.201,1151.1
METER-00002,2026-04-11T16:00:00Z,229.16,5.802,1263.1
METER-00002,2026-04-11T17:00:00Z,228.13,2.56,554.8
METER-00002,2026-04-11T18:00:00Z,228.16,32.359,7013.8
METER-00002,2026-04-11T19:00:00Z,229.43,27.905,6082.0
METER-00002,2026-04-11T20:00:00Z,229.52,30.02,6545.7
METER-00002,2026-04-11T21:00:00Z,227.5,27.018,5839.3
METER-00002,2026-04-11T22:00:00Z,230.66,24.581,5386.3
METER-00002,2026-04-11T23:00:00Z,227.73,32.252,6977.4
METER-00002,2026-04-12T00:00:00Z,232.57,0.562,124.1
METER-00002,2026-04-12T01:00:00Z,231.17,3.394,745.4
METER-00002,2026-04-12T02:00:00Z,234.38,6.131,1365.1
METER-00002,2026-04-12T03:00:00Z,230.93,2.217,486.3
METER-00002,2026-04-12T04:00:00Z,228.95,2.927,636.7
METER-00002,2026-04-12T05:00:00Z,227.89,3.119,675.2
METER-00002,2026-04-12T06:00:00Z,233.09,4.612,1021.2
METER-00002,2026-04-12T07:00:00Z,231.12,24.097,5290.7
METER-00002,2026-04-12T08:00:00Z,229.23,27.151,5912.6
METER-00002,2026-04-12T09:00:00Z,231.76,25.184,5544.8
METER-00002,2026-04-12T10:00:00Z,229.52,4.366,951.9
METER-00002,2026-04-12T11:00:00Z,226.16,4.141,889.7
METER-00002,2026-04-12T12:00:00Z,227.5,3.399,734.7
METER-00002,2026-04-12T13:00:00Z,230.22,2.17,474.7
METER-00002,2026-04-12T14:00:00Z,231.57,1.473,324.1
METER-00002,2026-04-12T15:00:00Z,226.65,5.092,1096.3
METER-00002,2026-04-12T16:00:00Z,235.26,5.006,1118.8
METER-00002,2026-04-12T17:00:00Z,228.79,1.926,418.7
METER-00002,2026-04-12T18:00:00Z,232.07,32.689,7206.9
METER-00002,2026-04-12T19:00:00Z,229.05,33.381,7263.6
METER-00002,2026-04-12T20:00:00Z,231.19,31.711,6964.6
METER-00002,2026-04-12T21:00:00Z,228.57,26.765,5811.8
METER-00002,2026-04-12T22:00:00Z,230.51,31.222,6837.1
METER-00002,2026-04-12T23:00:00Z,231.0,28.114,6169.6
METER-00002,2026-04-13T00:00:00Z,228.77,6.054,1315.8
METER-00002,2026-04-13T01:00:00Z,230.31,1.732,379.1
METER-00002,2026-04-13T02:00:00Z,231.79,1.955,430.5
METER-00002,2026-04-13T03:00:00Z,233.13,4.411,976.8
METER-00002,2026-04-13T04:00:00Z,226.63,6.428,1384.0
METER-00002,2026-04-13T05:00:00Z,228.64,4.318,938.0
METER-00002,2026-04-13T06:00:00Z,233.36,7.517,1666.5
METER-00002,2026-04-13T07:00:00Z,227.25,24.408,5269.5
METER-00002,2026-04-13T08:00:00Z,229.43,28.042,6112.1
METER-00002,2026-04-13T09:00:00Z,231.41,26.353,5793.4
METER-00002,2026-04-13T10:00:00Z,229.53,4.521,985.9
METER-00002,2026-04-13T11:00:00Z,232.18,4.173,920.5
METER-00002,2026-04-13T12:00:00Z,230.29,1.243,272.0
METER-00002,2026-04-13T13:00:00Z,229.06,1.357,295.2
METER-00002,2026-04-13T14:00:00Z,229.94,1.74,380.0
METER-00002,2026-04-13T15:00:00Z,233.31,8.139,1804.1
METER-00002,2026-04-13T16:00:00Z,230.54,2.168,474.9
METER-00002,2026-04-13T17:00:00Z,229.84,0.0,0.0
METER-00002,2026-04-13T18:00:00Z,228.76,14.992,3258.1
METER-00002,2026-04-13T19:00:00Z,229.5,33.45,7293.0
METER-00002,2026-04-13T20:00:00Z,225.52,30.66,6568.5
METER-00002,2026-04-13T21:00:00Z,231.97,14.449,3184.1
METER-00002,2026-04-13T22:00:00Z,229.57,15.26,3328.2
METER-00002,2026-04-13T23:00:00Z,231.74,32.747,7209.3
METER-00002,2026-04-14T00:00:00Z,228.88,4.114,894.6
METER-00002,2026-04-14T01:00:00Z,232.58,7.851,1734.7
METER-00002,2026-04-14T02:00:00Z,232.13,7.78,1715.6
METER-00002,2026-04-14T03:00:00Z,232.05,2.124,468.1
METER-00002,2026-04-14T04:00:00Z,226.34,5.178,1113.3
METER-00002,2026-04-14T05:00:00Z,234.84,4.027,898.5
METER-00002,2026-04-14T06:00:00Z,232.35,0.36,79.4
METER-00002,2026-04-14T07:00:00Z,228.58,13.542,2940.7
METER-00002,2026-04-14T08:00:00Z,230.78,25.91,5680.5
METER-00002,2026-04-14T09:00:00Z,229.87,27.423,5988.6
METER-00002,2026-04-14T10:00:00Z,230.68,5.265,1153.8
METER-00002,2026-04-14T11:00:00Z,228.73,3.447,749.0
METER-00002,2026-04-14T12:00:00Z,232.35,1.557,343.7
METER-00002,2026-04-14T13:00:00Z,230.2,1.587,347.1
METER-00002,2026-04-14T14:00:00Z,230.41,5.334,1167.5
METER-00002,2026-04-14T15:00:00Z,232.03,5.11,1126.4
METER-00002,2026-04-14T16:00:00Z,230.54,2.167,474.5
METER-00002,2026-04-14T17:00:00Z,227.34,4.087,882.7
METER-00002,2026-04-14T18:00:00Z,229.05,35.482,7720.7
METER-00002,2026-04-14T19:00:00Z,232.37,31.844,7029.6
METER-00002,2026-04-14T20:00:00Z,229.59,35.835,7815.9
METER-00002,2026-04-14T21:00:00Z,231.8,30.996,6825.5
METER-00002,2026-04-14T22:00:00Z,227.87,15.472,3349.2
METER-00002,2026-04-14T23:00:00Z,228.48,36.469,7916.0
METER-00002,2026-04-15T00:00:00Z,228.54,6.236,1353.9
METER-00002,2026-04-15T01:00:00Z,227.55,5.415,1170.6
METER-00002,2026-04-15T02:00:00Z,226.99,3.432,740.2
METER-00002,2026-04-15T03:00:00Z,230.5,2.782,609.2
METER-00002,2026-04-15T04:00:00Z,229.32,8.234,1793.8
METER-00002,2026-04-15T05:00:00Z,229.68,5.906,1288.7
METER-00002,2026-04-15T06:00:00Z,230.65,1.224,268.2
METER-00002,2026-04-15T07:00:00Z,233.03,25.763,5703.2
METER-00002,2026-04-15T08:00:00Z,232.37,24.372,5380.0
METER-00002,2026-04-15T09:00:00Z,229.11,30.598,6659.9
METER-00002,2026-04-15T10:00:00Z,224.11,2.402,511.4
METER-00002,2026-04-15T11:00:00Z,228.93,4.813,1046.8
METER-00002,2026-04-15T12:00:00Z,230.75,3.877,849.8
METER-00002,2026-04-15T13:00:00Z,229.34,3.617,788.0
METER-00002,2026-04-15T14:00:00Z,234.16,1.085,241.3
METER-00002,2026-04-15T15:00:00Z,231.12,3.896,855.4
METER-00002,2026-04-15T16:00:00Z,231.17,1.085,238.4
METER-00002,2026-04-15T17:00:00Z,231.95,4.506,993.0
METER-00002,2026-04-15T18:00:00Z,226.73,36.743,7914.2
METER-00002,2026-04-15T19:00:00Z,227.69,37.218,8050.4
METER-00002,2026-04-15T20:00:00Z,232.93,32.329,7153.9
METER-00002,2026-04-15T21:00:00Z,228.53,38.139,8280.0
METER-00002,2026-04-15T22:00:00Z,229.67,38.156,8325.3
METER-00002,2026-04-15T23:00:00Z,232.71,33.01,7297.5
METER-00003,2026-04-09T00:00:00Z,229.56,2.608,568.7
METER-00003,2026-04-09T01:00:00Z,228.69,6.368,1383.4
METER-00003,2026-04-09T02:00:00Z,224.73,9.933,2120.7
METER-00003,2026-04-09T03:00:00Z,227.23,5.094,1099.5
METER-00003,2026-04-09T04:00:00Z,231.74,0.994,218.8
METER-00003,2026-04-09T05:00:00Z,230.85,6.129,1344.1
METER-00003,2026-04-09T06:00:00Z,229.03,0.0,0.0
METER-00003,2026-04-09T07:00:00Z,230.37,11.564,2530.9
METER-00003,2026-04-09T08:00:00Z,229.26,1.035,225.4
METER-00003,2026-04-09T09:00:00Z,227.73,41.753,9032.9
METER-00003,2026-04-09T10:00:00Z,230.41,32.587,7132.9
METER-00003,2026-04-09T11:00:00Z,229.06,31.555,6866.5
METER-00003,2026-04-09T12:00:00Z,230.07,42.934,9384.0
METER-00003,2026-04-09T13:00:00Z,229.3,40.253,8768.7
METER-00003,2026-04-09T14:00:00Z,225.76,37.585,8060.9
METER-00003,2026-04-09T15:00:00Z,233.64,43.704,9700.6
METER-00003,2026-04-09T16:00:00Z,229.43,45.235,9859.3
METER-00003,2026-04-09T17:00:00Z,229.84,41.927,9154.5
METER-00003,2026-04-09T18:00:00Z,229.5,42.779,9327.1
METER-00003,2026-04-09T19:00:00Z,229.08,0.728,158.5
METER-00003,2026-04-09T20:00:00Z,229.29,8.321,1812.5
METER-00003,2026-04-09T21:00:00Z,230.92,9.504,2084.9
METER-00003,2026-04-09T22:00:00Z,229.81,10.012,2185.8
METER-00003,2026-04-09T23:00:00Z,227.91,9.541,2065.8
METER-00003,2026-04-10T00:00:00Z,232.52,16.299,3600.4
METER-00003,2026-04-10T01:00:00Z,227.0,2.82,608.1
METER-00003,2026-04-10T02:00:00Z,229.22,6.419,1397.8
METER-00003,2026-04-10T03:00:00Z,230.32,5.831,1275.7
METER-00003,2026-04-10T04:00:00Z,229.04,4.976,1082.7
METER-00003,2026-04-10T05:00:00Z,229.81,4.682,1022.2
METER-00003,2026-04-10T06:00:00Z,232.3,12.041,2657.2
METER-00003,2026-04-10T07:00:00Z,233.48,0.635,140.9
METER-00003,2026-04-10T08:00:00Z,229.1,0.0,0.0
METER-00003,2026-04-10T09:00:00Z,229.6,41.675,9090.3
METER-00003,2026-04-10T10:00:00Z,230.91,42.185,9254.1
METER-00003,2026-04-10T11:00:00Z,228.3,40.452,8773.5
METER-00003,2026-04-10T12:00:00Z,228.07,43.715,9471.6
METER-00003,2026-04-10T13:00:00Z,230.22,41.984,9182.2
METER-00003,2026-04-10T14:00:00Z,230.57,39.386,8627.0
METER-00003,2026-04-10T15:00:00Z,227.93,47.23,10227.0
METER-00003,2026-04-10T16:00:00Z,228.75,50.759,11030.8
METER-00003,2026-04-10T17:00:00Z,229.15,41.675,9072.2
METER-00003,2026-04-10T18:00:00Z,233.19,50.326,11148.7
METER-00003,2026-04-10T19:00:00Z,232.42,5.717,1262.2
METER-00003,2026-04-10T20:00:00Z,229.61,11.53,2515.0
METER-00003,2026-04-10T21:00:00Z,230.32,8.854,1937.2
METER-00003,2026-04-10T22:00:00Z,231.08,5.68,1246.8
METER-00003,2026-04-10T23:00:00Z,227.97,9.798,2121.9
METER-00003,2026-04-11T00:00:00Z,226.87,3.806,820.4
METER-00003,2026-04-11T01:00:00Z,233.06,9.827,2175.7
METER-00003,2026-04-11T02:00:00Z,231.64,11.178,2459.9
METER-00003,2026-04-11T03:00:00Z,230.49,7.758,1698.8
METER-00003,2026-04-11T04:00:00Z,227.18,3.659,789.6
METER-00003,2026-04-11T05:00:00Z,228.87,10.695,2325.4
METER-00003,2026-04-11T06:00:00Z,229.82,3.231,705.4
METER-00003,2026-04-11T07:00:00Z,229.82,11.086,2420.4
METER-00003,2026-04-11T08:00:00Z,228.91,5.764,1253.5
METER-00003,2026-04-11T09:00:00Z,228.84,41.249,8967.5
METER-00003,2026-04-11T10:00:00Z,232.37,44.293,9777.9
METER-00003,2026-04-11T11:00:00Z,227.67,40.265,8708.9
METER-00003,2026-04-11T12:00:00Z,230.43,36.414,7971.1
METER-00003,2026-04-11T13:00:00Z,229.64,35.295,7699.8
METER-00003,2026-04-11T14:00:00Z,228.21,43.239,9374.2
METER-00003,2026-04-11T15:00:00Z,225.97,38.614,8289.4
METER-00003,2026-04-11T16:00:00Z,232.07,41.536,9157.2
METER-00003,2026-04-11T17:00:00Z,228.58,47.995,10422.3
METER-00003,2026-04-11T18:00:00Z,230.22,32.308,7066.0
METER-00003,2026-04-11T19:00:00Z,228.89,9.496,2064.9
METER-00003,2026-04-11T20:00:00Z,228.06,0.0,0.0
METER-00003,2026-04-11T21:00:00Z,228.3,0.0,0.0
METER-00003,2026-04-11T22:00:00Z,230.44,3.327,728.4
METER-00003,2026-04-11T23:00:00Z,229.2,1.747,380.3
METER-00003,2026-04-12T00:00:00Z,233.25,9.519,2109.2
METER-00003,2026-04-12T01:00:00Z,227.93,8.501,1840.8
METER-00003,2026-04-12T02:00:00Z,226.31,9.175,1972.6
METER-00003,2026-04-12T03:00:00Z,231.37,9.128,2006.3
METER-00003,2026-04-12T04:00:00Z,229.16,2.53,550.9
